material_id,formula,category,crystal_system,MQI,bulk_modulus_GPa,shear_modulus_GPa,density_g_cm3,melting_point_K,band_gap_eV,formation_energy_per_atom_eV
mp-819629,Sb4Os3,Halide,monoclinic,31.57182629467498,69.13,30.92,3.23,1263.0,6.507,-3.9775
mp-800045,Zr2H,Alloy,hexagonal,23.816930639280947,273.04,166.82,4.439,432.0,0.0,0.4389
mp-276121,CaPt2Y2,Metal,hexagonal,22.244977731012284,227.31,67.05,10.094,691.0,0.0,0.0392
mp-219943,Cr4Pb,Ceramic,trigonal,40.115217393508914,177.68,140.26,3.482,2514.0,5.859,-1.8683
mp-461479,Te3Rh3C3,Intermetallic,tetragonal,14.034520477718344,159.9,81.67,1.034,577.0,0.0,0.5324
mp-955979,TeH2,Oxide,hexagonal,38.86514449935395,157.3,65.33,6.57,2335.0,4.977,-3.232
mp-674319,InC,Semiconductor,tetragonal,22.871679213355627,75.98,67.31,6.961,1135.0,0.985,-1.8632
mp-725790,Mg,Semiconductor,monoclinic,16.945574055624846,65.76,28.89,4.909,1236.0,1.538,-0.3919
mp-862771,Cr4Ar3,Metal,hexagonal,23.844459451045108,134.79,56.87,7.208,2137.0,0.0,-0.3988
mp-532387,NaSb4Rh4,Semiconductor,hexagonal,12.940078621964485,87.51,46.88,2.562,809.0,0.444,0.1452
mp-456842,Co2N4,Perovskite,cubic,27.00567710549017,96.12,25.38,6.292,1322.0,1.997,-3.3795
mp-943714,Se3RuZn2Sr3,Semiconductor,hexagonal,19.704508334817355,76.16,64.94,4.938,1341.0,1.837,-0.3032
mp-854149,V2Sc4Te2Pd,Intermetallic,trigonal,29.7443352172356,220.33,82.6,7.609,1265.0,0.0,-2.3393
mp-882026,OBr4,Metal,cubic,18.57756703446209,136.14,85.17,3.013,565.0,0.0,-1.1669
mp-127773,K4,Nitride,tetragonal,30.168467837079888,218.93,139.31,7.044,1152.0,2.077,-0.6737
mp-588984,Al3La4K,Metal,monoclinic,13.320421620316415,2.0,1.23,6.968,1246.0,0.0,-0.7419
mp-961967,Mg2Hf4Os,Silicate,hexagonal,31.35989802582679,143.84,38.67,4.822,1320.0,1.579,-4.6811
mp-247535,He2S3,Intermetallic,hexagonal,18.96677983683393,57.22,24.96,4.524,2406.0,0.0,-0.3393
mp-814022,Au3Cl2Pt2,Nitride,trigonal,35.88555427448486,288.35,248.87,2.545,1157.0,0.352,-1.579
mp-812586,S2Pb3,Silicate,trigonal,30.344913020455497,99.65,55.51,7.716,1412.0,5.184,-2.0276
mp-320032,Mn3Au2Zn2,Intermetallic,tetragonal,18.348480563005236,110.89,68.4,14.139,200.0,0.0,-0.0328
mp-976387,Cd4,Metal,monoclinic,17.538260356318187,143.07,113.97,2.812,640.0,0.0,0.0
mp-633288,Ce,Halide,hexagonal,33.22029531210851,72.61,50.94,2.927,1401.0,9.177,-2.6932
mp-156897,Mo3Au2,Oxide,hexagonal,40.07442046889989,226.68,145.2,5.301,2367.0,5.371,-1.1384
mp-620739,GaK3O2,Silicate,hexagonal,28.282468310435863,2.0,0.92,4.714,1016.0,7.341,-3.9128
mp-221287,Pt3Au2O4Ca,Metal,cubic,11.785394444440058,107.24,49.22,7.203,559.0,0.0,1.2878
mp-681564,LiCd2Ni2,Ceramic,hexagonal,34.35956601069002,165.77,99.22,3.672,1693.0,6.989,-1.2897
mp-649850,Mg3,Ceramic,hexagonal,40.73003472897722,232.88,84.92,2.256,2158.0,3.467,-4.4359
mp-783548,V4Mo3,Oxide,hexagonal,41.99700052026794,267.59,46.09,3.232,1898.0,9.125,-2.5928
mp-758556,AuGa4,Oxide,cubic,42.41543605540085,138.51,96.01,7.301,1809.0,12.0,-1.516
mp-679191,LaK,Alloy,trigonal,25.205023260254947,165.73,76.91,9.007,1070.0,0.0,-1.4606
mp-602129,Mo2P2,Chalcogenide,hexagonal,18.613313685603913,59.18,40.86,5.665,417.0,2.125,-1.8059
mp-142064,He4AuCo3Ca4,Semiconductor,cubic,22.65355911519914,126.11,82.1,1.93,1349.0,2.344,-0.7783
mp-631358,HNb4,Metal,tetragonal,20.12366262456092,124.78,44.88,4.456,1357.0,0.0,-1.149
mp-197721,Cl3,Ceramic,cubic,40.26473545627281,227.34,60.6,4.234,1224.0,7.966,-3.6738
mp-433471,Ru3Sb3B4In,Ceramic,cubic,44.27844379970852,258.18,135.01,1.485,1898.0,4.852,-4.3896
mp-973212,Cr2Rh3Ag2Ne,Oxide,orthorhombic,36.27710203446989,89.6,27.82,2.417,2681.0,3.578,-4.9371
mp-758769,Sc3Ce,Phosphide,orthorhombic,20.6043399933906,62.03,40.34,8.652,1485.0,0.304,-1.1059
mp-178576,HfReS,Ceramic,tetragonal,53.24890879605151,239.58,203.6,4.254,2760.0,7.241,-3.7073
mp-783024,C2Ti,Nitride,orthorhombic,28.240038213678808,210.76,138.7,4.93,2187.0,0.232,0.2917
mp-402510,Cr3Sr4Hf4,Oxide,monoclinic,39.67249625789333,223.51,90.22,5.211,2109.0,7.796,-1.3393
mp-499132,Ir3Ba4Se3,Semiconductor,cubic,17.363824447488142,55.04,29.06,3.609,1481.0,1.418,-0.6456
mp-328061,Cr2Rh3,Oxide,orthorhombic,32.31124563726079,216.56,43.45,3.558,2259.0,3.834,-1.5045
mp-550599,BrSn3,Semiconductor,orthorhombic,22.509745722522347,157.33,117.59,3.87,947.0,1.356,-0.3054
mp-685778,Ce4Al4,Halide,cubic,43.120306005907366,156.12,119.08,4.867,1138.0,6.36,-5.5137
mp-528682,Sr2B3,Boride,cubic,42.43894635079999,393.32,254.84,9.361,1136.0,0.394,-1.1242
mp-743124,H4Bi2,Oxide,cubic,32.63722483354132,218.39,130.7,5.875,1612.0,1.868,-1.4373
mp-781114,Rh,Carbide,tetragonal,34.11832231416554,292.64,145.74,2.764,1667.0,1.88,-1.2035
mp-339211,Zn2Os4Cr2,Oxide,cubic,34.185005930421696,174.9,73.2,4.207,2236.0,0.8,-3.6942
mp-967863,TaSc,Sulfide,orthorhombic,15.56846463480698,39.77,23.03,1.949,1217.0,0.925,-1.2979
mp-28016,Au2LiSb4,Oxide,cubic,39.92452799986414,235.5,149.75,4.174,2340.0,4.378,-1.6371
mp-318728,Mo4Os4Pb,Sulfide,monoclinic,16.780301145336306,45.95,14.77,1.032,843.0,0.565,-2.8401
mp-831028,Cd2,Metal,hexagonal,19.448222586252296,185.4,77.96,7.245,593.0,0.0,0.0
mp-129574,HeO,Alloy,cubic,20.572982961457644,89.38,41.14,9.718,1353.0,0.0,-0.8206
mp-330049,RuLa,Intermetallic,orthorhombic,16.229121771569815,115.98,41.74,8.722,633.0,0.0,-0.0689
mp-66933,Mo4HfB3,Chalcogenide,tetragonal,19.540040586308926,77.79,49.55,4.769,659.0,1.972,-1.6014
mp-949611,YRu,Semiconductor,cubic,19.936504705376063,75.38,39.59,5.46,1978.0,1.846,0.2478
mp-469093,B4ZrAu3,Intermetallic,hexagonal,20.56524680636683,68.99,39.81,10.681,1147.0,0.0,-1.2768
mp-927884,Cl4Ru,Oxide,monoclinic,38.7307988703353,187.34,88.0,7.067,2964.0,5.222,-1.0342
mp-945548,Se2,Semiconductor,orthorhombic,18.66452654165817,91.34,21.84,2.029,1390.0,3.172,-0.3812
mp-547503,Cd2Pd4,Carbide,hexagonal,39.43798307903003,253.4,119.44,8.663,2387.0,1.554,-2.1701
mp-744008,Ru3,Metal,tetragonal,32.65551614679364,212.01,162.77,9.146,2315.0,0.0,0.0
mp-638556,Pb3Be2,Metal,tetragonal,25.421287004111498,97.42,62.31,7.417,2427.0,0.0,-0.951
mp-695573,Os4Cd2,Phosphide,orthorhombic,13.793424885090179,61.88,26.53,5.731,1048.0,1.474,0.5989
mp-171611,Al2Cl3N,Intermetallic,tetragonal,19.160277883310428,98.77,67.57,6.195,874.0,0.0,-1.1203
mp-255961,Ni3Ba3Ce3Hf2,Carbide,cubic,40.52913083823351,321.89,109.94,9.407,2467.0,3.563,-0.4993
mp-315168,O4Mg2,Sulfide,hexagonal,13.516202745569084,43.45,26.26,3.973,1318.0,0.63,0.0843
mp-567795,Cr3Zn3,Ceramic,triclinic,38.6890570686233,124.31,109.29,6.359,2419.0,7.173,-1.5848
mp-63580,Se2La3,Halide,monoclinic,25.509457868305525,64.75,26.4,0.5,1848.0,2.02,-3.567
mp-915514,Sr3,Oxide,monoclinic,30.343669274109626,158.11,19.92,4.989,1823.0,1.66,-3.5378
mp-337028,Ne4Ir,Nitride,hexagonal,22.98397809673828,185.68,126.98,0.869,1443.0,0.584,-0.1003
mp-401538,HMn3Hf2Rh2,Oxide,tetragonal,26.010095072285466,161.81,25.38,1.113,784.0,5.343,-2.3158
mp-854928,BiO4Sr3,Metal,cubic,22.854131799646055,32.16,5.72,10.677,1440.0,0.0,-2.9272
mp-621156,Ir4,Carbide,triclinic,44.35028288069072,400.58,259.03,4.086,2232.0,0.504,-0.9616
mp-714592,ClRu3,Ceramic,monoclinic,42.307228476544154,140.28,116.68,3.646,2494.0,5.095,-4.1392
mp-136300,N4Li,Nitride,cubic,34.453312707674904,269.8,157.72,5.59,715.0,3.579,-1.5484
mp-918808,Li2ScHe4K2,Metal,hexagonal,19.326623330091426,162.12,81.28,7.234,753.0,0.0,0.0327
mp-991274,HSb4,Metal,cubic,22.130300337948345,152.33,60.04,5.087,1419.0,0.0,-1.0143
mp-188450,In2Ta3B,Semiconductor,orthorhombic,21.69055377695036,143.69,73.97,4.472,703.0,0.958,-1.5112
mp-320230,BFe3,Chalcogenide,cubic,17.358770300580936,88.49,20.62,5.403,523.0,4.479,0.0204
mp-507476,F3Co3,Oxide,orthorhombic,33.32493020431826,146.01,90.28,3.576,2039.0,3.866,-2.3577
mp-725404,Al4B4,Semiconductor,cubic,15.171653428821461,108.13,54.79,1.556,200.0,1.757,-0.8404
mp-317556,CeAg2Pt,Metal,cubic,27.09814116129801,207.26,112.99,5.288,1552.0,0.0,-0.8904
mp-396228,SbFe4,Oxide,cubic,25.850960761528853,90.12,73.55,4.411,1984.0,2.54,-1.0947
mp-506448,Cr3Zr2,Oxide,monoclinic,38.21581704842768,159.8,71.14,2.351,1948.0,7.018,-3.321
mp-353566,H4NeScV4,Carbide,monoclinic,34.96175212302926,340.13,174.7,6.972,1936.0,1.079,0.652
mp-313720,NaLi2V4Ba,Oxide,tetragonal,37.33260335492088,67.14,58.35,3.169,2121.0,6.196,-4.5336
mp-691377,Cl3Br2,Sulfide,cubic,15.389210376704998,53.88,29.14,5.318,1495.0,0.26,-0.0677
mp-806033,CuSr,Intermetallic,cubic,24.538417815375624,51.87,29.13,12.05,1790.0,0.0,-1.9881
mp-656501,FTe3Ru,Oxide,orthorhombic,43.05507008890898,147.82,107.38,3.918,2318.0,9.494,-2.5429
mp-514750,Ta,Carbide,tetragonal,39.19450949981204,242.13,173.23,7.089,1176.0,3.425,-2.5511
mp-916880,Cu3Hf2,Alloy,hexagonal,32.35767699430873,173.78,88.48,12.165,1398.0,0.0,-2.7741
mp-296889,Mn2Na4,Semiconductor,tetragonal,10.939891117773243,34.78,8.63,4.708,200.0,0.915,-0.8923
mp-932467,ScV4Zr,Ceramic,hexagonal,40.50357678143405,182.35,103.16,6.273,2452.0,2.845,-3.7098
mp-469362,Zn2Re4Hf3,Perovskite,monoclinic,22.464861161604137,103.74,49.57,3.596,677.0,2.24,-2.4742
mp-566466,HeGe3,Ceramic,hexagonal,34.63544091972613,177.65,112.62,5.956,2460.0,1.301,-2.07
mp-253798,P4Re2,Oxide,orthorhombic,38.78749034653327,171.04,111.33,2.518,2227.0,5.263,-2.9766
mp-673170,Ga2Mg2,Silicate,triclinic,37.06365183945747,105.46,69.86,6.157,2048.0,4.344,-4.054
mp-590268,GaTe2,Oxide,orthorhombic,35.793659046077764,134.76,42.14,5.81,1992.0,7.983,-2.0099
mp-972303,Os3Na,Oxide,hexagonal,43.1253584492646,208.92,90.12,4.208,2071.0,8.316,-2.9493
mp-501950,Cu2Se,Ceramic,tetragonal,48.443379411193675,228.47,99.96,3.189,2640.0,6.031,-5.0218
mp-517010,Ce3N4O2Si4,Perovskite,hexagonal,23.327701501949267,28.32,15.18,4.8,2012.0,0.003,-3.2852
mp-876242,VSe2La4,Ceramic,trigonal,30.367521472810065,108.07,38.86,4.63,1580.0,5.409,-2.5044
mp-142567,Ca3Al3Re,Chalcogenide,cubic,14.393331852614223,93.61,51.92,1.38,734.0,0.717,-0.482
mp-995215,Ce2Ni3,Oxide,cubic,37.62466290854494,145.48,45.79,4.193,2723.0,4.554,-3.3721
mp-757521,Hf2Ne4Ta3,Nitride,orthorhombic,32.05118211058287,235.33,237.96,7.204,479.0,1.065,-0.8098
mp-163040,C2Pb4Ce4,Oxide,trigonal,40.072092067612786,237.15,164.38,4.251,2328.0,4.978,-1.0862
mp-365713,Re3La,Oxide,monoclinic,32.04177406833873,82.92,28.32,5.129,1807.0,6.748,-2.605
mp-612370,As4Be,Ceramic,orthorhombic,48.5224348261888,197.3,82.05,6.781,2071.0,9.136,-4.4865
mp-827399,Ne2Ar4Ce2,Metal,triclinic,21.405945079948786,122.27,45.75,4.022,1955.0,0.0,-0.7946
mp-129488,Mg3,Silicate,hexagonal,27.829135769265726,90.76,35.36,4.667,1051.0,3.967,-3.3903
mp-433788,Ru,Oxide,hexagonal,36.94255429408559,227.49,96.97,2.753,2390.0,3.381,-2.3206
mp-915251,H4Al2V2,Metal,hexagonal,25.533926899939274,203.68,116.24,1.823,1013.0,0.0,-1.8636
mp-323532,CoCa,Carbide,monoclinic,43.22144921325333,348.38,216.04,4.963,2114.0,4.419,-0.1754
mp-696719,Cr3Zr2Au4,Intermetallic,hexagonal,25.78926111023375,213.83,108.28,9.312,593.0,0.0,-1.0858
mp-389927,Bi3HfSi4Cr2,Ceramic,cubic,35.660353913921554,5.71,3.86,3.783,3087.0,2.674,-5.8932
mp-552719,CrLa3,Halide,hexagonal,36.63829774624895,94.19,59.64,7.541,1798.0,2.636,-5.2227
mp-382064,Au2Sc3,Intermetallic,hexagonal,15.483476005754518,77.4,24.46,1.528,1406.0,0.0,-0.9264
mp-490933,K3Bi3,Oxide,hexagonal,41.8117767187915,234.02,131.49,3.085,2081.0,5.919,-2.6569
mp-470650,Ir3Ag4,Ceramic,trigonal,34.3357521192738,185.68,166.1,2.169,2123.0,0.63,-2.4589
mp-896,Ge3,Metal,monoclinic,26.733672832024936,155.48,52.44,10.649,2513.0,0.0,0.0
mp-946927,P4Ce,Semiconductor,tetragonal,20.335512060643396,104.43,51.15,3.863,1682.0,0.856,-0.573
mp-436672,Ga3Nb2MgY4,Metal,orthorhombic,22.853791013884436,203.98,61.2,3.862,1145.0,0.0,-1.2302
mp-218886,Se2,Chalcogenide,cubic,20.380634331822296,111.26,94.81,6.242,999.0,1.233,-0.0562
mp-996392,Ba4NiB3,Nitride,cubic,20.21727134346349,197.14,71.23,2.568,350.0,1.124,-1.0882
mp-643976,N3Ru3,Alloy,hexagonal,23.763582012688982,220.14,106.02,5.649,1285.0,0.0,0.1335
mp-736564,NaSr3,Semiconductor,orthorhombic,24.40898779894685,78.82,47.21,4.913,1583.0,1.83,-2.1094
mp-35743,O2Bi2,Halide,tetragonal,38.01355370483786,131.11,107.64,1.84,1742.0,5.221,-4.2818
mp-953185,Co3Te3Se3,Ceramic,cubic,45.27338149487454,246.17,168.46,2.146,2013.0,5.029,-3.8866
mp-19294,PbTa4Sc3Mo2,Carbide,cubic,50.056673495344455,379.24,294.61,4.368,2458.0,1.843,-1.7549
mp-932722,Nb4Fe3,Phosphide,tetragonal,18.09966935569779,78.46,35.42,2.051,1819.0,0.843,-0.5336
mp-330661,Ne3Li3,Perovskite,cubic,27.25061035739169,85.36,53.45,4.852,1179.0,2.063,-3.5841
mp-366673,He2,Oxide,cubic,40.67357894812784,101.87,32.58,5.573,1881.0,10.623,-3.544
mp-717326,Li,Oxide,orthorhombic,37.35237132770027,165.11,53.69,3.825,2355.0,6.085,-2.7334
mp-918373,Cr3Mn3,Metal,cubic,23.676323894380104,221.77,102.22,4.283,1381.0,0.0,-0.0132
mp-796306,Cl2NaLi2As2,Metal,orthorhombic,15.768423816556808,94.36,51.72,7.352,1255.0,0.0,0.7252
mp-433529,Ar3O2,Phosphide,cubic,19.17923543329311,130.9,84.27,5.053,1018.0,0.061,-0.3014
mp-585742,Ag3,Metal,trigonal,22.315772098194824,157.55,81.65,4.998,1788.0,0.0,0.0
mp-416554,Hf3,Metal,triclinic,20.156561600364242,134.03,82.55,8.961,950.0,0.0,0.0
mp-540778,BiMn4O,Oxide,cubic,45.57173398653409,233.76,104.1,6.46,2269.0,8.151,-2.5725
mp-726640,Be4,Sulfide,hexagonal,18.803549250850587,60.36,35.0,4.137,1016.0,1.299,-1.7352
mp-613848,TiMo3,Ceramic,orthorhombic,30.575733235196857,101.5,52.7,2.054,1983.0,0.5,-4.7476
mp-242002,N4Ne2Be2,Nitride,orthorhombic,39.287249201951795,314.87,212.63,7.037,791.0,3.585,-1.3047
mp-867235,Ta4Na3BrRe4,Alloy,hexagonal,19.49920432472658,142.75,82.56,7.904,1043.0,0.0,0.3206
mp-3031,V3Mo2,Oxide,monoclinic,37.78096131788362,200.98,42.2,2.781,1752.0,4.613,-4.5486
mp-213844,PbRh2In2,Halide,cubic,32.10790173084676,133.9,96.12,4.437,1412.0,4.037,-2.6918
mp-554471,Sn3Be,Oxide,cubic,38.22886471344583,189.22,88.2,4.903,2442.0,5.853,-1.7956
mp-514505,Ir4Os4,Metal,cubic,22.437073995954105,122.69,85.95,4.814,2124.0,0.0,0.0368
mp-6957,Sr2Cd2W2H2,Oxide,tetragonal,36.13881031424353,91.45,52.08,4.344,1429.0,6.965,-4.3242
mp-378449,F3,Alloy,orthorhombic,24.639661864755197,179.7,95.03,6.656,1783.0,0.0,0.0
mp-813660,P3Cu,Semiconductor,cubic,17.671543345993992,64.52,31.89,3.285,837.0,1.821,-1.494
mp-320784,Ce2,Nitride,hexagonal,31.368366757004747,283.49,122.29,4.264,1205.0,2.779,-0.6917
mp-138230,Co2Fe,Silicate,trigonal,28.610259159054046,57.41,36.22,4.037,776.0,4.881,-4.2996
mp-850954,P3SCu2,Alloy,tetragonal,30.901327489669335,117.97,55.29,10.395,3264.0,0.0,-0.9851
mp-812607,Pd2Ni4Cl2,Alloy,orthorhombic,25.91505696975932,201.74,132.23,0.5,1607.0,0.0,-1.0351
mp-965024,O4W,Oxide,monoclinic,42.50332170056815,140.48,73.6,5.579,1797.0,10.389,-3.1527
mp-552986,Te2Be2,Nitride,cubic,24.62603040889958,221.68,76.24,7.094,1186.0,0.322,-0.4745
mp-198285,Sc4Os2,Semiconductor,tetragonal,18.494807773213022,93.72,48.05,0.5,497.0,2.339,-1.9593
mp-534532,PbCr3,Alloy,monoclinic,23.39548930335937,115.05,53.53,8.659,1320.0,0.0,-1.6055
mp-901753,PbSi4,Oxide,trigonal,41.33446300129399,269.2,103.91,1.714,1433.0,3.338,-5.1348
mp-835911,K3W3,Ceramic,orthorhombic,28.349392777423226,5.87,3.22,6.73,2441.0,2.484,-3.5108
mp-598128,IrAg4,Intermetallic,hexagonal,15.910284866616157,94.24,43.48,7.765,634.0,0.0,-0.4251
mp-310438,Be4Al,Sulfide,tetragonal,10.635837433285394,2.0,0.82,5.195,821.0,1.555,0.0331
mp-875485,Ga2Ba4Pd2,Metal,trigonal,20.30137678089027,67.96,38.63,10.801,1564.0,0.0,-0.5023
mp-389758,K2CrRe2,Metal,cubic,33.012941212533214,244.46,187.25,7.186,1453.0,0.0,-1.0062
mp-180966,Ca3Br4,Metal,orthorhombic,20.59197980077021,169.2,70.98,10.57,1370.0,0.0,1.1378
mp-188345,Os4SnScC4,Oxide,orthorhombic,35.3897255571426,181.27,120.96,1.924,2492.0,3.01,-2.0953
mp-53676,AgLa,Chalcogenide,cubic,18.36525451235994,135.76,100.73,3.612,200.0,0.243,-1.1295
mp-880338,Mg3Nb3,Alloy,cubic,33.54664882173805,185.52,138.77,9.362,2575.0,0.0,-0.7481
mp-769095,H3Al3,Metal,monoclinic,26.016541686012108,100.44,36.03,12.202,2156.0,0.0,-1.1009
mp-195417,Ti2Zn4K2,Intermetallic,tetragonal,21.256119123841934,119.63,57.48,5.813,1842.0,0.0,-0.3495
mp-276624,Ti3CrCd4,Alloy,tetragonal,22.580277798765557,148.57,87.74,0.5,597.0,0.0,-3.0115
mp-675316,Nb4Sr4,Intermetallic,cubic,17.923811796699777,121.26,42.2,8.45,979.0,0.0,-0.1516
mp-378601,Ca3Br2Cd3La4,Intermetallic,monoclinic,26.04438933839887,150.07,84.82,8.703,1392.0,0.0,-1.4066
mp-586411,Cr3S2,Oxide,monoclinic,39.38431354015543,284.16,152.29,2.853,2243.0,4.178,-1.1947
mp-895889,P3As,Metal,hexagonal,18.854201305648246,142.82,103.14,1.398,1054.0,0.0,-0.3644
mp-879024,B2O2,Halide,tetragonal,18.871155099291904,29.62,18.15,5.692,409.0,1.733,-2.9943
mp-855671,Bi3Au3,Ceramic,trigonal,27.806586995250377,97.24,58.05,2.945,2677.0,0.501,-2.2734
mp-819620,Y3,Oxide,orthorhombic,47.3277620766027,229.67,151.3,4.271,2232.0,4.628,-4.6844
mp-67956,Cr4Ta2,Carbide,hexagonal,41.24716102604786,279.09,176.08,9.429,2229.0,0.86,-1.8422
mp-966729,Si4NaC2,Alloy,orthorhombic,14.523330780684837,27.96,3.87,11.983,998.0,0.0,-0.1412
mp-277111,Cu3Sr4Be3Pb3,Semiconductor,trigonal,19.009026465006354,25.75,16.91,4.538,1984.0,1.277,-1.0251
mp-253222,Mn3PtFK2,Intermetallic,trigonal,23.1144367151072,120.88,48.58,7.576,1932.0,0.0,-0.7323
mp-532094,Cl4Ce3,Intermetallic,hexagonal,19.73376525510611,126.66,45.81,9.187,981.0,0.0,-0.5668
mp-409421,BeNi4As4,Metal,trigonal,27.942913186521906,169.41,81.79,9.111,2499.0,0.0,-0.046
mp-398030,Sc2W,Semiconductor,hexagonal,13.747157604635248,58.66,22.87,3.206,957.0,0.812,-0.5132
mp-181429,Cu4,Alloy,triclinic,11.908044543823891,89.12,49.22,2.67,547.0,0.0,0.0
mp-91391,RuP4Ge4,Alloy,hexagonal,20.324860394248958,197.51,49.78,4.774,604.0,0.0,-1.2322
mp-132910,Pb4Pd3As2Nb,Metal,monoclinic,35.703444085572926,162.62,82.91,8.761,3113.0,0.0,-2.2968
mp-386533,VBMn,Oxide,tetragonal,38.36516385136665,143.95,96.91,5.759,1939.0,3.893,-3.9637
mp-88708,ReZn4,Metal,hexagonal,24.762537210812454,125.18,66.62,8.895,1956.0,0.0,-0.6552
mp-506166,Br,Metal,hexagonal,16.917536683627244,119.77,35.63,10.513,653.0,0.0,0.0
mp-484529,RhSr,Halide,hexagonal,28.331506603546618,48.52,17.93,7.599,1277.0,5.076,-3.0134
mp-309582,Sr4Ga3Cr2,Semiconductor,cubic,20.606540812511586,84.72,35.58,7.345,1754.0,2.248,0.2685
mp-10548,Mo2Ru3Pd,Metal,monoclinic,18.02181943017477,24.41,10.31,0.5,3191.0,0.0,-0.294
mp-507609,Li4Rh4,Oxide,triclinic,60.54745700202619,274.11,249.27,5.732,2183.0,7.097,-5.9231
mp-939791,O4Pb4Zr2,Metal,cubic,16.21490202642974,61.15,24.01,9.153,1183.0,0.0,-0.2264
mp-134996,Ni,Carbide,monoclinic,31.0995698073351,423.05,178.62,2.911,738.0,0.46,0.3653
mp-227553,ScZr2,Metal,cubic,17.533709593848428,102.13,57.56,7.574,214.0,0.0,-1.4078
mp-793199,H3,Metal,triclinic,13.249624344705678,81.26,54.65,6.626,371.0,0.0,0.0
mp-864452,Hf2CuIn2Li2,Semiconductor,hexagonal,20.556455899194177,101.82,90.05,3.824,1388.0,0.717,-0.4893
mp-362439,Sr4NaTa3As2,Nitride,trigonal,24.864419558137747,184.65,85.65,6.351,709.0,3.205,-0.4213
mp-192359,BeIr3,Perovskite,hexagonal,33.26723440586693,99.9,70.62,3.372,580.0,3.122,-6.2001
mp-270871,Co4OCl4Pd2,Metal,hexagonal,36.870174388768454,286.48,112.09,1.852,2609.0,0.0,-2.6506
mp-16522,C3Mn4,Chalcogenide,cubic,17.33290735798332,110.98,38.13,3.079,1915.0,0.379,0.4443
mp-304271,Fe3Si,Metal,tetragonal,23.369738055815095,197.08,89.04,4.267,1210.0,0.0,-0.7958
mp-389839,W2P3,Metal,tetragonal,25.372163259588866,125.91,53.03,7.936,1801.0,0.0,-1.6123
mp-499681,Sr4Cu3,Metal,cubic,24.61373946330503,88.66,35.42,14.021,1582.0,0.0,-1.2806
mp-732329,Li4Sb3Ru4,Halide,triclinic,23.683487156954243,31.09,20.65,2.735,1539.0,4.58,-2.1985
mp-889089,Ar4F3,Perovskite,cubic,28.468617159197052,108.06,50.11,4.193,807.0,3.047,-4.06
mp-312952,AlSr4Zn3Re,Ceramic,cubic,41.99787112744839,143.62,77.1,3.463,1580.0,8.183,-4.7385
mp-503463,Ga2Sc4,Alloy,tetragonal,28.95081951442384,218.76,99.84,6.131,1924.0,0.0,-0.9371
mp-823426,W4As4,Halide,hexagonal,28.997261276544968,83.8,42.07,5.269,1297.0,3.757,-3.4028
mp-835162,Re3Co2,Nitride,cubic,29.01943666287681,257.96,142.03,5.523,894.0,1.403,-0.6677
mp-873189,Ne2Te4Cl,Intermetallic,triclinic,14.579576393928768,2.0,1.75,6.331,1316.0,0.0,-1.2548
mp-781534,W4Zr4Hf3,Intermetallic,cubic,28.88637859154089,150.14,122.04,7.826,2227.0,0.0,-0.6253
mp-116912,Sb4Ge2Ne2,Chalcogenide,trigonal,16.761444830805203,62.94,24.74,2.746,1509.0,0.179,-1.1296
mp-397562,Ne3Sr4,Metal,trigonal,36.08075643886016,239.41,81.7,8.033,2590.0,0.0,-2.3556
mp-524061,Co2Ir3Sc4P,Sulfide,hexagonal,15.971602998947409,54.91,30.7,1.516,1639.0,0.92,-0.4891
mp-925321,HfFe4Ni4Ti3,Metal,cubic,24.403774978952764,117.84,51.53,10.455,1108.0,0.0,-1.9764
mp-85588,Mo4Os2FRe,Intermetallic,cubic,21.340931151136182,109.53,40.66,4.196,1639.0,0.0,-1.5361
mp-438239,Si,Oxide,tetragonal,38.42300389902039,209.5,51.87,6.403,1795.0,3.798,-4.0646
mp-532767,NbCe4,Oxide,cubic,36.81744676923419,205.35,116.58,0.5,2441.0,0.967,-3.8048
mp-43562,Ga3V3SePb3,Semiconductor,orthorhombic,17.097956030432016,138.1,48.48,1.389,1442.0,0.488,0.0653
mp-220682,Na4Cu3,Sulfide,hexagonal,17.18214293791719,42.46,12.3,5.872,613.0,0.723,-2.3797
mp-429961,Rh2Mn4,Metal,cubic,21.98967808289474,117.9,51.26,3.332,2060.0,0.0,-0.9566
mp-325020,Ar,Intermetallic,cubic,19.71178460309919,114.16,79.17,10.065,918.0,0.0,0.0
mp-404766,Mo3,Oxide,orthorhombic,43.24978259991048,206.71,121.52,5.83,2155.0,8.117,-2.0316
mp-127298,K3Ru2Mn2,Semiconductor,hexagonal,20.125176499036453,57.16,21.76,2.221,1856.0,0.424,-2.039
mp-946599,O3ScAg3,Ceramic,orthorhombic,33.83467346883588,210.88,111.6,7.923,1599.0,2.256,-1.8002
mp-297837,PbHf3SnIr,Intermetallic,monoclinic,21.57557945666018,152.56,64.71,5.591,1307.0,0.0,-0.7739
mp-404149,V3Rh,Ceramic,tetragonal,30.403264082068226,137.81,66.64,6.187,1499.0,2.395,-2.8459
mp-359651,Ag2,Ceramic,cubic,48.4287827670958,204.65,150.2,4.647,2548.0,9.435,-2.5135
mp-727628,Sn4Cr4,Oxide,tetragonal,36.07070555383764,240.06,74.95,5.426,2103.0,0.5,-3.5706
