material_id,formula,n_elements,crystal_system,spacegroup_number,category,formation_energy_per_atom_eV,energy_above_hull_eV,band_gap_eV,is_metal,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio,density_g_cm3,nsites,volume_A3,melting_point_K,is_stable,crystal_enc,category_enc,pughs_ratio,elastic_anisotropy,thermal_stability,electronic_density,vol_per_site,bulk_modulus_GPa_norm,shear_modulus_GPa_norm,formation_energy_per_atom_eV_norm,density_g_cm3_norm,melting_point_K_norm,band_gap_eV_norm,MQI
mp-911954,F,1,cubic,200,Halide,-1.1571,0.1567,4.498,0,125.18,61.17,0.2851,5.219,4,297.52,200.0,0,0,5,2.0464279872410613,64.01,172.84590637934573,23.475062,74.38,22.55217868912486,14.990610792646766,33.213750000000005,24.821165579633917,0.0,37.483333333333334,22.255924454317718
mp-894771,Se2CrIr,3,orthorhombic,27,Sulfide,-0.2829,0.0171,1.075,0,41.39,20.3,0.2979,4.482,4,186.73,2029.0,1,3,14,2.038916255153243,21.09,7172.145380977541,4.81815,46.6825,7.211644086415232,4.892271199841866,22.286249999999995,20.944666526404376,49.86368593238822,8.958333333333334,17.79580259975009
mp-900311,In2Zn2K4,3,monoclinic,7,Carbide,-1.8839,0.0801,0.72,0,329.17,152.63,0.2928,2.083,2,59.85,1416.0,0,2,2,2.1566533445484732,176.54000000000002,751.6322482529208,1.49976,29.925,59.899304284145,37.58895038545167,42.29875,8.326320218809174,33.151581243184296,6.0,34.6627701422779
mp-416667,Ti2Os3,2,hexagonal,173,Metal,-1.7291,0.0294,0.0,1,180.0,22.29,0.4453,4.35,12,780.01,1703.0,1,1,7,8.075370117507685,157.71,984.9054364414699,0.0,65.00083333333333,32.58879531307213,5.383969163866376,40.363749999999996,20.250368188512518,40.976008724100325,0.0,23.838741022854002
mp-549660,HeK,2,cubic,220,Chalcogenide,-0.4993,0.0502,1.854,0,78.04,15.67,0.4042,0.5,4,26.38,1799.0,0,0,4,4.980216971933493,62.370000000000005,3603.044189804843,0.927,6.595,13.921640424752837,3.748270409171773,24.991249999999994,0.0,43.593238822246455,15.45,17.38871799012189
mp-311322,Li2Be3P4,3,cubic,216,Carbide,-0.953,0.0177,0.923,0,243.23,170.65,0.2321,5.536,12,850.2,3063.0,1,0,2,1.4253149720817275,72.57999999999998,3214.0608267149964,5.109728,70.85000000000001,44.16514097400219,42.04141134611583,30.66250000000001,26.488533557752998,78.05343511450383,7.691666666666667,38.884429086974485
mp-914148,AsMn2,2,hexagonal,176,Sulfide,-1.3799,0.0532,1.398,0,66.59,18.81,0.3563,0.5,8,38.59,1247.0,0,1,14,3.5401382224667,47.78,903.68866654331,0.699,4.82375,11.825338703771513,4.524115437833563,35.99875,0.0,28.544165757906214,11.649999999999999,16.498765692006945
mp-319741,He3Ar3,2,monoclinic,13,Halide,-3.9499,0.0073,5.192,0,100.68,53.86,0.2675,4.756,16,906.46,1371.0,1,2,5,1.8692907534590995,46.82000000000001,347.0973939920064,24.693152,56.65375,18.066642255584036,13.184423799169794,68.12375,22.385861561119295,31.924754634678298,43.26666666666667,33.39226256226444
mp-448840,AlPb4,2,cubic,199,Nitride,-0.7323,0.1453,0.453,0,334.53,252.94,0.1912,6.908,24,1698.22,1372.0,0,0,8,1.3225666165366265,81.58999999999997,1873.5490663177786,3.1293240000000004,70.75916666666667,60.88062980593188,62.37398695394346,27.903750000000002,33.70502840311382,31.952017448200653,3.775,38.961228809516555
mp-624882,Pt2Ce4Na4,3,hexagonal,194,Intermetallic,-1.3448,0.0284,0.0,1,143.03,71.28,0.2968,5.782,16,1222.7,1007.0,1,1,6,2.0065937146455397,71.75,748.8102264365689,0.0,76.41875,25.820212376418894,17.48863411741451,35.56,27.782453187460547,22.001090512540895,0.0,21.85217819439387
mp-900036,N2Zr2Cl4Zn,4,cubic,209,Chalcogenide,-1.0605,0.076,0.757,0,163.91,107.51,0.2391,4.059,6,164.64,200.0,0,0,4,1.5246023624291134,56.39999999999999,188.59028582187378,3.0726630000000004,27.439999999999998,29.642987916514095,26.44050207550899,32.00625000000001,18.71975594361456,0.0,6.308333333333334,20.436173592766075
mp-285048,Mn2Sr2,2,orthorhombic,56,Intermetallic,-0.5715,0.1565,0.0,1,220.23,192.46,0.1675,3.929,4,172.72,2027.0,0,3,6,1.1442897224802924,27.769999999999982,3546.806587107496,0.0,43.18,39.954229220065905,47.43032219806286,25.89375000000001,18.03597727750894,49.80916030534351,0.0,31.930632057178176
mp-619268,Rh2Fe,2,hexagonal,193,Oxide,-1.2418,0.0724,6.483,0,230.87,84.14,0.3314,4.86,8,584.2,2485.0,0,1,9,2.743879248544821,146.73000000000002,2001.1273796011646,31.50738,73.025,41.902233614060776,20.666139553271396,34.272499999999994,22.932884494003787,62.29552889858233,54.025,39.10954241765416
mp-511105,Zn3,1,cubic,221,Oxide,-3.8825,0.0116,7.652,0,255.75,153.42,0.2581,4.008,32,1946.8,2250.0,1,0,9,1.6669925693086305,102.33000000000001,579.5235014049621,30.669216000000002,60.8375,46.45734163310142,37.784147064637274,67.28125,18.45150431306543,55.88876772082879,63.76666666666667,50.09801332897861
mp-968295,Al3Sb4,2,cubic,208,Semiconductor,-0.651,0.0069,1.304,0,15.01,6.8,0.3121,0.5,8,35.62,547.0,1,0,12,2.2073529379303634,8.21,840.2457628226456,0.652,4.4525,2.3819113877700473,1.55663174540423,26.887500000000003,0.0,9.460196292257361,10.866666666666667,9.214238070473462
mp-700061,As3,1,tetragonal,126,Chalcogenide,-1.343,0.1193,0.157,0,93.01,52.19,0.2674,5.381,2,83.14,1749.0,0,4,4,1.7821421724885722,40.82000000000001,1302.3082553811746,0.844817,41.57,16.662394727206152,12.771792844435659,35.537499999999994,25.673258994319376,42.23009814612868,1.3083333333333333,22.0924281356796
mp-672452,Be2He3Ti2,3,cubic,200,Halide,-4.4964,0.0099,2.426,0,57.31,22.84,0.3067,1.543,6,99.9,710.0,1,0,5,2.5091943946982513,34.47,157.9041007074457,3.743318,16.650000000000002,10.126327352618087,5.519865586084205,74.95500000000001,5.4860088365243,13.90403489640131,20.21666666666667,23.786944705853088
mp-902950,N4P3Ir3Se4,4,cubic,230,Oxide,-4.5717,0.0162,4.516,0,176.55,57.12,0.3536,5.495,12,827.97,2413.0,1,0,9,3.090861343996698,119.43,527.8124099835676,24.81542,68.9975,31.957158549981692,13.989918956315476,75.89625,26.272880286135074,60.33260632497274,37.63333333333333,41.69084447861886
mp-282101,Ce3,1,hexagonal,193,Metal,0.0,0.0155,0.0,1,68.6,40.57,0.2613,3.789,12,292.75,2333.0,1,1,7,1.6909046089004423,28.029999999999994,233300000000.0,0.0,24.395833333333332,12.193335774441593,9.900672069578969,18.75,17.29960025247212,58.15158124318429,0.0,18.621498780528967
mp-779264,Hf4Cl4Al3,3,cubic,226,Oxide,-1.3099,0.1312,4.386,0,77.0,51.13,0.2492,5.563,6,512.49,2031.0,0,0,9,1.5059651864842625,25.869999999999997,1550.5000263340712,24.399318,85.415,13.731233980227023,12.509883376161296,35.12375,26.630549126867244,49.91821155943293,36.55,27.90626011787933
mp-988372,ArNeBiHf2,4,cubic,205,Ceramic,-2.6437,0.0285,4.931,0,88.43,36.74,0.3178,3.87,4,239.11,3548.0,1,0,3,2.406913445180481,51.690000000000005,1342.0584735709103,19.08297,59.7775,15.82387403881362,8.95433880213481,51.79625,17.725646959814853,91.27589967284624,41.09166666666667,36.94259221509811
mp-162991,W4Si3,2,cubic,229,Oxide,-3.4391,0.0144,5.177,0,84.43,25.53,0.361,4.413,2,106.59,1907.0,1,0,9,3.307089697098672,58.900000000000006,554.5055376275609,22.846101,53.295,15.09154155986818,6.184522632931409,61.738749999999996,20.58173784977909,46.53762268266085,43.14166666666666,32.11303002593696
mp-625226,Y4Mg3Cl2,3,orthorhombic,23,Phosphide,-0.2332,0.0088,1.809,0,113.14,32.56,0.3644,4.888,8,307.12,1387.0,1,3,11,3.4748157237485207,80.58,5947.684136034129,8.842392,38.39,20.34785792749908,7.921525993279305,21.665000000000006,23.08015989901115,32.360959651035984,15.075,19.410286721712193
mp-400345,PbK2,2,orthorhombic,32,Perovskite,-4.2451,0.006,1.774,0,58.34,54.49,0.1738,6.583,6,308.5,2016.0,1,3,10,1.0706551658890338,3.8500000000000014,474.90047236837654,11.678242000000001,51.416666666666664,10.314902965946539,13.34008697371022,71.81375,31.995581737849783,49.5092693565976,14.783333333333335,31.937196565205973
mp-513922,Ca3Fe2Li3,3,hexagonal,178,Ceramic,-3.4206,0.002,2.298,0,68.19,39.78,0.2614,5.211,6,442.46,2106.0,1,1,3,1.7141779784529465,28.409999999999997,615.6814575931666,11.974878,73.74333333333333,12.118271695349687,9.705475390393357,61.5075,24.779086892488955,51.962922573609596,19.15,29.811096492438942
mp-192375,Sb4Si4W2,3,cubic,221,Metal,-1.3108,0.0441,0.0,1,125.41,59.49,0.2991,9.98,8,824.08,1810.0,1,0,7,2.108085392148582,65.91999999999999,1380.8361200729623,0.0,103.01,22.594287806664223,14.575508993872308,35.135000000000005,49.86324426677888,43.89312977099237,0.0,26.031253252434052
mp-126086,ArZr3Nb,3,orthorhombic,60,Metal,-1.3883,0.0058,0.0,1,160.37,131.96,0.1798,7.873,2,125.62,1643.0,1,3,7,1.215292512790596,28.409999999999997,1183.461779273487,0.0,62.81,28.99487367264738,32.4817157541016,36.10375,38.780770039974755,39.340239912758996,0.0,29.29518087626112
mp-505025,NaAl4,2,hexagonal,177,Halide,-3.6776,0.0212,5.669,0,95.54,53.91,0.265,4.841,12,791.7,1627.0,1,1,5,1.772212947176366,41.63000000000001,442.40809103108523,27.443628999999998,65.97500000000001,17.12559502013914,13.196778019371417,64.72,22.832947612034506,38.904034896401306,47.24166666666667,34.21362460356576
mp-621875,Ce3,1,triclinic,1,Oxide,-2.0068,0.0017,5.319,0,198.46,136.29,0.2196,2.951,4,108.18,2162.0,1,5,9,1.4561596594426474,62.170000000000016,1077.3370486479118,15.696369,27.045,35.968509703405346,33.551591223561964,43.835,12.89185777403745,53.4896401308615,44.324999999999996,38.63240198242644
mp-727585,SiY4,2,cubic,208,Metal,-0.3416,0.0638,0.0,1,92.74,34.96,0.3223,10.475,12,1198.83,1317.0,0,0,7,2.652745994664546,57.779999999999994,3855.3863039992298,0.0,99.90249999999999,16.61296228487733,8.514528562957107,23.019999999999996,52.466863033873345,30.452562704471102,0.0,19.444068878624886
mp-489439,NeK4Ru2Fe2,4,orthorhombic,21,Semiconductor,0.191,0.0617,3.039,0,27.67,5.9,0.4034,2.749,6,294.04,1213.0,0,3,12,4.689830500525711,21.770000000000003,6350.785007812304,8.354211000000001,49.00666666666667,4.699743683632369,1.3342557817750544,16.362499999999997,11.829370923627183,27.617230098146127,25.325000000000003,13.60357150016612
mp-861819,Os3Sb3K2,3,cubic,195,Intermetallic,-0.625,0.3083,0.0,1,141.96,138.98,0.1486,4.166,12,825.41,1175.0,0,0,6,1.0214419340177405,2.980000000000018,1879.9999699200002,0.0,68.78416666666666,25.624313438300987,34.21624827040917,26.5625,19.282558384178415,26.58124318429662,0.0,23.196054657804364
mp-172269,Cu4Mn2,2,tetragonal,78,Intermetallic,-0.761,0.0157,0.0,1,245.61,55.93,0.3955,7.668,4,366.35,1190.0,1,4,6,4.391382083963636,189.68,1563.731911120474,0.0,91.5875,44.60087879897473,13.695888515516899,28.262500000000003,37.702503681885126,26.990185387131955,0.0,25.130631639156633
mp-320812,Sb4Sr2Ar2,3,trigonal,158,Perovskite,-2.0389,0.0017,0.775,0,105.01,59.28,0.2537,3.308,6,212.21,1177.0,1,6,10,1.7714237513880864,45.730000000000004,577.272055631605,2.5637,35.36833333333333,18.859392164042475,14.523621269025499,44.23625,14.769619187881336,26.635768811341332,6.458333333333334,21.96492992710293
mp-554657,Pb2CoPt,3,trigonal,158,Oxide,-2.1035,0.0129,8.049,0,307.01,154.95,0.2878,5.007,24,1682.48,1884.0,1,6,9,1.9813488220728397,152.06,895.6501027066789,40.301342999999996,70.10333333333334,55.84218235078725,38.16218620280687,45.04375,23.706080370292444,45.910577971646674,67.07499999999999,47.12806844349507
mp-362998,AuCr,2,cubic,195,Metal,-2.7818,0.0179,0.0,1,164.89,111.38,0.224,8.351,8,677.0,1500.0,1,0,7,1.4804273656419082,53.50999999999999,539.2192086446934,0.0,84.625,29.822409373855724,27.39671871911445,53.5225,41.294971596886185,35.44165757906216,0.0,31.59407141514198
mp-488206,Be3Ag4In3Ir2,4,cubic,208,Halide,-4.6102,0.0679,5.433,0,52.57,18.03,0.3359,2.869,12,351.97,1182.0,0,0,5,2.915696060501555,34.54,256.3880086408659,15.587277,29.330833333333334,9.25851336506774,4.3313896026882786,76.3775,12.4605512308016,26.772082878953107,45.275,30.04659814847433
mp-357464,Sc3N,2,hexagonal,169,Semiconductor,-0.6811,0.1166,2.159,0,81.62,36.47,0.3045,3.522,2,86.6,1435.0,0,1,12,2.2380038381579372,45.150000000000006,2106.8858889019834,7.603997999999999,43.3,14.577077993409008,8.887626013046056,27.26375,15.895224069009044,33.66957470010905,17.991666666666664,19.484399413208276
mp-167703,CrAr2,2,orthorhombic,33,Nitride,0.2759,0.1891,3.635,0,215.06,148.12,0.2017,4.529,8,450.84,200.0,0,3,8,1.4519308667666802,66.94,724.9002999311236,16.462915,56.355,39.00768949102893,36.47459972326546,15.301249999999996,21.19187881338102,0.0,30.291666666666668,24.81964572419698
mp-444070,ReBe4Te2,3,cubic,207,Ceramic,-3.7665,0.0189,2.53,0,143.3,57.23,0.3276,7.056,12,1145.19,1640.0,1,0,3,2.5039315040181847,86.07000000000002,435.4174951933692,17.851679999999998,95.4325,25.869644818747712,14.01709824075904,65.83125000000001,34.4834841152956,39.25845147219193,21.083333333333332,33.6432147442597
mp-607550,N3Te3Zn,3,hexagonal,168,Oxide,-2.2704,0.0045,3.939,0,136.74,77.02,0.2732,5.506,16,837.34,1827.0,1,1,9,1.7753830171675695,59.72000000000001,804.7040133689923,21.688134,52.33375,24.66861955327719,18.906898596560584,47.13,26.330738480959393,44.35659760087241,32.824999999999996,32.351417118194355
mp-600270,Pd,1,orthorhombic,49,Metal,0.0,0.0378,0.0,1,137.43,88.77,0.2321,5.115,8,605.86,2182.0,1,3,7,1.5481581613666604,48.66000000000001,218200000000.0,0.0,75.7325,24.794946905895277,21.81014034394149,18.75,24.27414264674942,54.03489640130862,0.0,23.603666174838587
mp-850951,TaAr4Rh4,3,monoclinic,15,Alloy,-0.6184,0.2714,0.0,1,186.42,82.9,0.3145,4.693,2,87.33,1313.0,0,2,0,2.2487334134802492,103.51999999999998,2123.2211817072903,0.0,43.665,33.76418894177956,20.3597548922712,26.480000000000004,22.05449189985272,30.343511450381676,0.0,22.877764674352676
mp-554475,Hf3Si2,2,tetragonal,134,Ceramic,-3.7967,0.0078,3.496,0,151.68,67.75,0.2957,6.483,12,285.89,2041.0,1,4,3,2.2388191878614294,83.93,537.572100672763,22.664568,23.824166666666667,27.40388136213841,16.616426171180073,66.20875000000001,31.469598148537763,50.19083969465649,29.133333333333333,37.09139727571595
mp-121131,Sn2Li2,2,tetragonal,77,Chalcogenide,-0.3028,0.0086,2.871,0,142.86,96.0,0.2255,4.817,8,362.32,1315.0,1,4,4,1.4881249998449873,46.860000000000014,4342.800384980172,13.829607000000001,45.29,25.789088246063713,23.596560585095865,22.53500000000001,22.70671155059962,30.398037077426395,23.925,24.80325648290584
mp-772920,Cr4H2F,3,trigonal,165,Oxide,-3.5411,0.0204,7.893,0,153.15,106.79,0.22,5.644,16,1104.9,2436.0,1,6,9,1.4341230450946603,46.36,687.9218302563559,44.548092,69.05625,27.67301354815086,26.262601304605653,63.01375,27.056595834209972,60.959651035986916,65.77499999999999,45.105730209370336
mp-126526,MnRe2B4,3,hexagonal,183,Oxide,-3.3669,0.018,2.66,0,323.32,133.67,0.3197,3.91,8,391.08,2292.0,1,1,9,2.4187925486332915,189.65,680.7448968465209,10.4006,48.885,58.828268033687294,32.904230084997025,60.83625,17.93604039553966,57.033805888767716,22.166666666666668,44.187424546605996
mp-195228,YFe,2,orthorhombic,55,Oxide,-3.8424,0.0096,4.176,0,103.08,18.95,0.418,4.19,12,690.7,2197.0,1,3,9,5.43957783354112,84.13,571.7780538939776,17.49744,57.55833333333334,18.5060417429513,4.558707254398102,66.78,19.408794445613296,54.44383860414395,34.800000000000004,33.2964050346528
mp-401314,RhGa,2,hexagonal,194,Metal,-0.5239,0.004,0.0,1,201.14,109.19,0.2536,0.5,12,53.34,1392.0,1,1,7,1.8421100831722586,91.94999999999999,2656.995559133507,0.0,4.445,36.45917246429878,26.855603874283453,25.29875,0.0,32.49727371864776,0.0,22.597296325513614
mp-925172,Re3C,2,cubic,224,Perovskite,-4.381,0.0107,0.78,0,114.1,65.33,0.2562,5.662,4,298.43,1979.0,1,0,10,1.7465176792061048,48.769999999999996,451.72334980204664,4.41636,74.6075,20.523617722445987,16.018481913421624,73.5125,27.151272880286133,48.50054525627045,6.5,32.976129003642704
mp-379015,Ge4Ag4,2,cubic,210,Intermetallic,-1.575,0.0598,0.0,1,227.45,97.85,0.3038,11.412,12,1458.02,1471.0,0,0,6,2.3244762389039884,129.6,933.9682480382969,0.0,121.50166666666667,41.27608934456243,24.053666732555836,38.4375,57.395329265726915,34.65103598691385,0.0,31.690639540033423
mp-849247,Na4CeCl2,3,orthorhombic,70,Nitride,-0.7909,0.0243,0.907,0,191.74,67.44,0.3381,5.631,2,65.08,1877.0,1,3,8,2.8431198097800836,124.30000000000001,2373.2456394835544,5.107317,32.54,34.738191138777005,16.53983000593002,28.63624999999999,26.98821796759941,45.719738276990185,7.558333333333334,26.673386767249873
mp-417629,NaRu2Sn2,3,trigonal,153,Boride,0.1542,0.1093,3.18,0,306.27,224.71,0.2059,7.195,2,161.97,200.0,0,6,1,1.3629566996856854,81.55999999999997,1297.0167771065644,22.880100000000002,80.985,55.70670084218234,55.398794228108315,16.82249999999999,35.214601304439306,0.0,26.5,33.08205914450206
mp-669546,Cd3Si3,2,cubic,212,Nitride,-1.6761,0.0989,3.611,0,292.15,122.32,0.3179,1.173,16,143.68,1729.0,0,0,8,2.38840745565824,169.82999999999998,1031.561356532657,4.235703,8.98,53.12156719150494,30.099822099229094,39.70125,3.539869556069851,41.68484187568157,30.091666666666665,35.704991095106024
mp-832939,N4C4,2,orthorhombic,35,Sulfide,-1.4044,0.063,0.63,0,60.27,37.52,0.2552,5.198,16,1023.01,1883.0,0,3,14,1.6063432831539597,22.75,1340.786091278937,3.2747400000000004,63.938125,10.668253387037714,9.147064637280094,36.305,24.710709025878394,45.88331515812432,5.25,21.365131781170053
mp-973448,Ir4Nb3Se,3,tetragonal,118,Nitride,-1.0214,0.1304,0.771,0,231.78,101.92,0.3107,5.657,8,842.57,606.0,0,4,8,2.2741365774848767,129.86,593.3033033747473,4.361547,105.32125,42.06883925302087,25.05930025696778,31.5175,27.124973700820533,11.068702290076336,6.425,25.065680615591234
mp-864598,O3Mg2N,3,hexagonal,175,Semiconductor,-1.474,0.1432,2.294,0,112.4,89.42,0.158,2.841,4,131.03,707.0,0,1,12,1.256989487669762,22.980000000000004,479.64721519913695,6.517254,32.7575,20.212376418894177,21.97074520656256,37.175000000000004,12.313275825794236,13.822246455834241,19.116666666666667,22.04378887604591
mp-254132,InCr2,2,cubic,220,Oxide,-2.285,0.0041,7.56,0,53.5,7.41,0.4362,5.164,8,424.95,2027.0,1,0,9,7.21997299970314,46.09,887.0897116538744,39.03984,53.11875,9.428780666422556,1.7073532318640048,47.3125,24.531874605512304,49.80916030534351,63.0,31.06428828601007
mp-680245,Mg2,1,orthorhombic,68,Oxide,-3.4264,0.013,4.873,0,123.5,63.89,0.2713,6.285,12,1142.75,2426.0,1,3,9,1.933009860395522,59.61,708.0317513774464,30.626805,95.22916666666667,22.244599047967775,15.662680371614943,61.58,30.42815064169998,60.68702290076335,40.608333333333334,38.13457438320105
mp-748005,TiF4Fe3,3,monoclinic,6,Phosphide,-1.4003,0.0587,1.858,0,129.72,67.59,0.2989,7.099,4,391.35,822.0,0,2,11,1.919218819068025,62.129999999999995,587.0170635791111,13.189942,97.8375,23.383376052727936,16.57689266653489,36.25375,34.70965705869977,16.957470010905126,15.483333333333334,23.57988995135831
mp-874889,NK4Si4La,4,cubic,197,Ceramic,-3.882,0.0689,3.478,0,260.5,164.18,0.2483,1.9,4,85.93,1855.0,0,0,3,1.5866731635042834,96.32,477.84646966036456,6.6082,21.4825,47.32698645184914,40.442775252026095,67.275,7.363770250368187,45.11995637949837,28.983333333333334,42.86082282273662
mp-51563,HeCd2Pt2,3,cubic,217,Phosphide,0.8897,0.0881,2.551,0,114.91,40.69,0.3455,5.241,4,348.82,504.0,0,0,11,2.8240353888365606,74.22,566.4830778185559,13.369791,87.205,20.67191504943244,9.930322198062857,7.628749999999997,24.936881969282556,8.287895310796074,21.258333333333333,14.571819943046723
mp-395967,Ti2Co2Li,3,monoclinic,11,Metal,0.2164,0.0524,0.0,1,142.46,72.47,0.2713,2.266,2,68.47,200.0,0,2,7,1.9657789427396473,69.99000000000001,924.2143750363043,0.0,34.235,25.715854998169167,17.782664558213085,16.045,9.288870187250158,0.0,0.0,12.837590930001467
mp-701299,Cr2,1,hexagonal,191,Sulfide,-0.8751,0.1793,0.089,0,71.58,39.62,0.2755,1.901,16,476.94,977.0,0,1,14,1.8066633009069502,31.96,1116.4438222323868,0.169189,29.80875,12.73892347125595,9.66594188574817,29.68875,7.36903008626131,21.183206106870227,0.7416666666666666,14.444356996057488
mp-105867,HfAl3CdZn,4,hexagonal,193,Alloy,-2.454,0.0846,0.0,1,184.69,81.98,0.3001,3.233,8,456.49,2045.0,0,1,0,2.2528665525429536,102.71,833.333329937517,0.0,57.06125,33.44745514463566,20.132437240561377,49.42500000000001,14.375131495897328,50.299890948745904,0.0,29.58347526894103
mp-228149,Be3Si2Ce4,3,trigonal,144,Metal,-1.3806,0.0028,0.0,1,129.68,31.46,0.396,14.715,12,1444.97,578.0,1,6,7,4.12205975711314,98.22,418.65855121933544,0.0,120.41416666666667,23.376052727938486,7.649733148843644,36.0075,74.7685672207027,10.305343511450381,0.0,22.429315424144253
mp-48908,Y4,1,tetragonal,137,Silicate,-3.4691,0.0634,1.472,0,50.33,21.87,0.2992,2.216,6,135.97,1905.0,0,4,13,2.3013260163231246,28.459999999999997,549.1337795130328,3.2619520000000004,22.661666666666665,8.848407176858293,5.2801937141727615,62.11375,9.025878392594151,46.48309705561614,12.266666666666666,24.963522575808046
mp-278033,Sb2CoNb2,3,tetragonal,130,Phosphide,-0.0607,0.0206,0.946,0,103.07,36.62,0.3415,5.673,6,317.48,1526.0,1,4,11,2.8145821947529814,66.44999999999999,25140.02880724402,5.366658,52.913333333333334,18.504210911753933,8.924688673650918,19.508749999999992,27.209131075110456,36.150490730643405,7.883333333333333,18.713516634188526
mp-414454,Ca3Pd2Ar4,3,orthorhombic,45,Metal,-1.352,0.1105,0.0,1,157.17,79.77,0.29,8.373,32,2437.89,2210.0,0,3,7,1.9702895823028346,77.39999999999999,1634.6153725250342,0.0,76.1840625,28.409007689491023,19.58638070764973,35.650000000000006,41.41068798653482,54.79825517993457,0.0,29.08988475507182
mp-808753,TeAg3Al,3,monoclinic,8,Intermetallic,-1.8397,0.1677,0.0,1,80.37,39.59,0.2876,7.185,4,406.82,1995.0,0,2,6,2.0300580949658857,40.78,1084.415931486569,0.0,101.705,14.348224093738557,9.658529353627198,41.746249999999996,35.1620029455081,48.93675027262814,0.0,24.00731352491818
mp-91218,Ga3W,2,hexagonal,187,Silicate,-2.071,0.0064,0.5,0,84.53,35.93,0.3194,2.91,6,246.94,1401.0,1,1,13,2.3526301134559895,48.6,676.4847866900783,1.455,41.156666666666666,15.109849871841815,8.754200434868551,44.637499999999996,12.676204502419525,32.74263904034896,4.166666666666666,20.50432636763637
mp-633775,Na3CSc,3,monoclinic,15,Semiconductor,-1.2669,0.0171,1.645,0,93.46,73.37,0.1765,6.767,2,177.71,1322.0,1,2,12,1.2738176364626117,20.08999999999999,1043.4919800813643,11.131715000000002,88.855,16.74478213108751,18.00504052184226,34.58624999999999,32.963391542183885,30.58887677208288,13.708333333333334,23.80813520061677
mp-672067,Ag4Cd4,2,hexagonal,190,Alloy,-2.2252,0.0225,0.0,1,154.55,50.48,0.352,10.139,6,826.91,1518.0,1,1,0,3.061608557238192,104.07000000000002,682.1858678672215,0.0,137.81833333333333,27.929329915781764,12.349278513540224,46.565,50.69955817378498,35.93238822246455,0.0,27.828535736612583
mp-628873,MgSr3,2,cubic,201,Ceramic,-3.8442,0.0049,6.144,0,163.26,118.97,0.227,2.215,4,101.19,2042.0,1,0,3,1.372278725613829,44.28999999999999,531.1898430591805,13.60896,25.2975,29.523983888685457,29.2720893457205,66.8025,9.020618556701029,50.218102508178845,51.2,41.23449187877812
mp-343524,Li4Sr2,2,orthorhombic,52,Metal,-1.3121,0.1322,0.0,1,132.9,36.08,0.3733,6.488,32,2138.44,800.0,0,3,7,3.683481151972428,96.82000000000001,609.7096211438943,0.0,66.82625,23.965580373489566,8.791263095473413,35.151250000000005,31.49589732800337,16.357688113413303,0.0,19.184861643604933
mp-910899,La4Ar2,2,tetragonal,97,Chalcogenide,0.5784,0.028,1.545,0,83.95,29.61,0.3535,2.33,4,100.45,1303.0,1,4,4,2.835190812956707,54.34,2252.766212780667,3.59985,25.1125,15.003661662394727,7.192627001383673,11.519999999999996,9.625499684409847,30.070883315158127,12.875,14.147690198470384
mp-777060,Bi4Y3,2,monoclinic,7,Metal,-0.3288,0.0367,0.0,1,173.23,113.53,0.2476,8.417,4,464.68,1655.0,1,2,7,1.525852197522606,59.69999999999999,5033.454834748941,0.0,116.17,31.349322592456968,27.927950187784145,22.86,41.642120765832104,39.66739367502726,0.0,26.541775683885522
mp-410817,Pb4Hf3,2,cubic,219,Chalcogenide,-1.9004,0.0826,3.198,0,84.06,40.16,0.2787,2.994,8,393.09,1006.0,0,0,4,2.093127489518644,43.900000000000006,529.3622367429897,9.574812000000001,49.13625,15.023800805565726,9.799367463925677,42.505,13.118030717441616,21.97382769901854,26.650000000000002,22.071010880495223
mp-946451,Br,1,cubic,225,Perovskite,-2.4337,0.0087,4.124,0,49.12,24.33,0.2989,2.311,2,21.34,1851.0,1,0,10,2.018906698718082,24.79,760.5703218943571,9.530563999999998,10.67,8.626876601977298,5.888021348092508,49.17125,9.525562802440565,45.01090512540894,34.36666666666666,25.59642163906936
mp-551620,Cu3B2,2,hexagonal,187,Nitride,-1.0695,0.0866,0.517,0,313.05,110.58,0.3304,8.216,8,1032.38,1443.0,0,1,8,2.830982094155274,202.47000000000003,1349.2285988851934,4.247672,129.0475,56.948004393994864,27.19905119588851,32.11874999999999,40.58489375131495,33.8876772082879,4.308333333333334,33.041052074351356
mp-341426,Pd4Si4,2,orthorhombic,64,Intermetallic,-1.1788,0.0582,0.0,1,134.36,58.57,0.3091,11.583,4,788.86,1172.0,0,3,6,2.2940071705149383,75.79000000000002,994.2314133505988,0.0,197.215,24.23288172830465,14.348191342162481,33.485,58.29476120345045,26.49945474372955,0.0,24.217608945997906
mp-87061,AsV4Bi,3,cubic,195,Halide,-2.598,0.0611,5.696,0,101.04,72.58,0.1905,3.852,24,721.15,1550.0,0,0,5,1.3921190408663382,28.460000000000008,596.612776764385,21.940991999999998,30.047916666666666,18.132552178689124,17.80984384265665,51.225,17.63096991373869,36.80479825517993,47.46666666666666,31.83729593392001
mp-751742,Fe4CeReIr4,4,orthorhombic,34,Carbide,-0.8725,0.0368,1.657,0,101.18,59.33,0.2633,4.25,4,133.22,2422.0,1,3,2,1.705376706269109,41.85000000000001,2775.9312002758597,7.04225,33.305,18.158183815452215,14.535975489227118,29.65625,19.724384599200505,60.57797164667393,13.808333333333334,25.600466067857006
